"State","Year","Type_code","Type","Gender","Age_group","Total"
"Karnataka",2012,"Causes","Suspected/Illicit Relation","Female","30-44",6
"Karnataka",2012,"Causes","Dowry Dispute","Male","30-44",0
"Karnataka",2012,"Causes","Professional/Career Problem","Male","30-44",11
"Karnataka",2012,"Causes","Divorce","Male","30-44",2
"Karnataka",2012,"Causes","Insanity/Mental Illness","Male","30-44",134
"Karnataka",2012,"Causes","Other Causes (Please Specity)","Male","30-44",670
"Karnataka",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","30-44",0
"Karnataka",2012,"Causes","Poverty","Male","30-44",117
"Karnataka",2012,"Causes","Property Dispute","Male","30-44",9
"Karnataka",2012,"Causes","Bankruptcy or Sudden change in Economic","Male","30-44",73
"Karnataka",2012,"Causes","Failure in Examination","Male","30-44",1
"Karnataka",2012,"Causes","Family Problems","Male","30-44",784
"Karnataka",2012,"Causes","Not having Children(Barrenness/Impotency","Male","30-44",12
"Karnataka",2012,"Causes","Illegitimate Pregnancy","Male","30-44",0
"Karnataka",2012,"Causes","Other Prolonged Illness","Male","30-44",568
"Karnataka",2012,"Causes","Cancer","Male","30-44",0
"Karnataka",2012,"Causes","Illness (Aids/STD)","Male","30-44",8
"Karnataka",2012,"Causes","Love Affairs","Male","30-44",12
"Karnataka",2012,"Causes","Causes Not known","Male","30-44",596
"Karnataka",2012,"Causes","Suspected/Illicit Relation","Male","30-44",22
"Karnataka",2012,"Causes","Ideological Causes/Hero Worshipping","Male","30-44",0
"Karnataka",2012,"Causes","Death of Dear Person","Male","30-44",10
"Karnataka",2012,"Causes","Drug Abuse/Addiction","Male","30-44",22
"Karnataka",2012,"Causes","Cancellation/Non-Settlement of Marriage","Male","30-44",8
"Karnataka",2012,"Causes","Unemployment","Male","30-44",49
"Karnataka",2012,"Causes","Fall in Social Reputation","Male","30-44",43
"Karnataka",2012,"Causes","Paralysis","Male","30-44",6
"Karnataka",2012,"Causes","Illness (Aids/STD)","Female","45-59",1
"Karnataka",2012,"Causes","Other Prolonged Illness","Female","45-59",220
"Karnataka",2012,"Causes","Family Problems","Female","45-59",160
"Karnataka",2012,"Causes","Unemployment","Female","45-59",2
"Karnataka",2012,"Causes","Cancellation/Non-Settlement of Marriage","Female","45-59",0
"Karnataka",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","45-59",0
"Karnataka",2012,"Causes","Poverty","Female","45-59",24
"Karnataka",2012,"Causes","Paralysis","Female","45-59",8
"Karnataka",2012,"Causes","Love Affairs","Female","45-59",0
"Karnataka",2012,"Causes","Causes Not known","Female","45-59",89
"Karnataka",2012,"Causes","Dowry Dispute","Female","45-59",0
"Karnataka",2012,"Causes","Fall in Social Reputation","Female","45-59",5
"Karnataka",2012,"Causes","Divorce","Female","45-59",0
"Karnataka",2012,"Causes","Insanity/Mental Illness","Female","45-59",47
"Karnataka",2012,"Causes","Property Dispute","Female","45-59",1
"Karnataka",2012,"Causes","Ideological Causes/Hero Worshipping","Female","45-59",0
"Karnataka",2012,"Causes","Failure in Examination","Female","45-59",0
"Karnataka",2012,"Causes","Drug Abuse/Addiction","Female","45-59",2
"Karnataka",2012,"Causes","Bankruptcy or Sudden change in Economic","Female","45-59",7
"Karnataka",2012,"Causes","Cancer","Female","45-59",2
"Karnataka",2012,"Causes","Other Causes (Please Specity)","Female","45-59",175
"Karnataka",2012,"Causes","Professional/Career Problem","Female","45-59",1
"Karnataka",2012,"Causes","Death of Dear Person","Female","45-59",7
"Karnataka",2012,"Causes","Illegitimate Pregnancy","Female","45-59",0
"Karnataka",2012,"Causes","Not having Children(Barrenness/Impotency","Female","45-59",4
"Karnataka",2012,"Causes","Suspected/Illicit Relation","Female","45-59",1
"Karnataka",2012,"Causes","Insanity/Mental Illness","Male","45-59",99
"Karnataka",2012,"Causes","Property Dispute","Male","45-59",7
"Karnataka",2012,"Causes","Drug Abuse/Addiction","Male","45-59",19
"Karnataka",2012,"Causes","Other Causes (Please Specity)","Male","45-59",492
"Karnataka",2012,"Causes","Professional/Career Problem","Male","45-59",15
"Karnataka",2012,"Causes","Death of Dear Person","Male","45-59",12
"Karnataka",2012,"Causes","Bankruptcy or Sudden change in Economic","Male","45-59",68
"Karnataka",2012,"Causes","Other Prolonged Illness","Male","45-59",502
"Karnataka",2012,"Causes","Unemployment","Male","45-59",26
"Karnataka",2012,"Causes","Dowry Dispute","Male","45-59",0
"Karnataka",2012,"Causes","Ideological Causes/Hero Worshipping","Male","45-59",0
"Karnataka",2012,"Causes","Suspected/Illicit Relation","Male","45-59",7
"Karnataka",2012,"Causes","Cancellation/Non-Settlement of Marriage","Male","45-59",2
"Karnataka",2012,"Causes","Paralysis","Male","45-59",18
"Karnataka",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","45-59",0
"Karnataka",2012,"Causes","Fall in Social Reputation","Male","45-59",45
"Karnataka",2012,"Causes","Illness (Aids/STD)","Male","45-59",5
"Karnataka",2012,"Causes","Poverty","Male","45-59",60
"Karnataka",2012,"Causes","Not having Children(Barrenness/Impotency","Male","45-59",5
"Karnataka",2012,"Causes","Family Problems","Male","45-59",477
"Karnataka",2012,"Causes","Love Affairs","Male","45-59",1
"Karnataka",2012,"Causes","Causes Not known","Male","45-59",375
"Karnataka",2012,"Causes","Divorce","Male","45-59",1
"Karnataka",2012,"Causes","Failure in Examination","Male","45-59",0
"Karnataka",2012,"Causes","Cancer","Male","45-59",4
"Karnataka",2012,"Causes","Illegitimate Pregnancy","Male","45-59",0
"Karnataka",2012,"Causes","Other Prolonged Illness","Female","60+",72
"Karnataka",2012,"Causes","Ideological Causes/Hero Worshipping","Female","60+",0
"Karnataka",2012,"Causes","Failure in Examination","Female","60+",0
"Karnataka",2012,"Causes","Cancellation/Non-Settlement of Marriage","Female","60+",0
"Karnataka",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","60+",0
"Karnataka",2012,"Causes","Family Problems","Female","60+",41
"Karnataka",2012,"Causes","Insanity/Mental Illness","Female","60+",32
"Karnataka",2012,"Causes","Other Causes (Please Specity)","Female","60+",66
"Karnataka",2012,"Causes","Fall in Social Reputation","Female","60+",4
"Karnataka",2012,"Causes","Not having Children(Barrenness/Impotency","Female","60+",2
"Karnataka",2012,"Causes","Dowry Dispute","Female","60+",0
"Karnataka",2012,"Causes","Causes Not known","Female","60+",34
"Karnataka",2012,"Causes","Cancer","Female","60+",2
"Karnataka",2012,"Causes","Paralysis","Female","60+",6
"Karnataka",2012,"Causes","Professional/Career Problem","Female","60+",1
"Karnataka",2012,"Causes","Suspected/Illicit Relation","Female","60+",0
"Karnataka",2012,"Causes","Death of Dear Person","Female","60+",6
"Karnataka",2012,"Causes","Love Affairs","Female","60+",0
"Karnataka",2012,"Causes","Divorce","Female","60+",0
"Karnataka",2012,"Causes","Illegitimate Pregnancy","Female","60+",0
"Karnataka",2012,"Causes","Bankruptcy or Sudden change in Economic","Female","60+",1
"Karnataka",2012,"Causes","Property Dispute","Female","60+",0
"Karnataka",2012,"Causes","Drug Abuse/Addiction","Female","60+",2
"Karnataka",2012,"Causes","Illness (Aids/STD)","Female","60+",0
"Karnataka",2012,"Causes","Unemployment","Female","60+",1
"Karnataka",2012,"Causes","Poverty","Female","60+",4
"Karnataka",2012,"Causes","Drug Abuse/Addiction","Male","60+",6
"Karnataka",2012,"Causes","Poverty","Male","60+",8
"Karnataka",2012,"Causes","Fall in Social Reputation","Male","60+",7
"Karnataka",2012,"Causes","Divorce","Male","60+",0
"Karnataka",2012,"Causes","Paralysis","Male","60+",16
"Karnataka",2012,"Causes","Dowry Dispute","Male","60+",0
"Karnataka",2012,"Causes","Causes Not known","Male","60+",146
"Karnataka",2012,"Causes","Property Dispute","Male","60+",4
"Karnataka",2012,"Causes","Cancer","Male","60+",3
"Karnataka",2012,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","60+",0
"Karnataka",2012,"Causes","Death of Dear Person","Male","60+",6
"Karnataka",2012,"Causes","Family Problems","Male","60+",98
"Karnataka",2012,"Causes","Illness (Aids/STD)","Male","60+",0
"Karnataka",2012,"Causes","Failure in Examination","Male","60+",0
"Karnataka",2012,"Causes","Insanity/Mental Illness","Male","60+",64
"Karnataka",2012,"Causes","Love Affairs","Male","60+",0
"Karnataka",2012,"Causes","Suspected/Illicit Relation","Male","60+",0
"Karnataka",2012,"Causes","Unemployment","Male","60+",3
"Karnataka",2012,"Causes","Ideological Causes/Hero Worshipping","Male","60+",0
"Karnataka",2012,"Causes","Illegitimate Pregnancy","Male","60+",0
"Karnataka",2012,"Causes","Not having Children(Barrenness/Impotency","Male","60+",2
"Karnataka",2012,"Causes","Cancellation/Non-Settlement of Marriage","Male","60+",0
"Karnataka",2012,"Causes","Other Causes (Please Specity)","Male","60+",167
"Karnataka",2012,"Causes","Professional/Career Problem","Male","60+",2
"Karnataka",2012,"Causes","Bankruptcy or Sudden change in Economic","Male","60+",15
"Karnataka",2012,"Causes","Other Prolonged Illness","Male","60+",216
"Karnataka",2012,"Education_Status","No Education","Female","0-100+",1038
"Karnataka",2012,"Education_Status","Primary","Female","0-100+",993
"Karnataka",2012,"Education_Status","Graduate","Female","0-100+",117
"Karnataka",2012,"Education_Status","Post Graduate and Above","Female","0-100+",13
"Karnataka",2012,"Education_Status","Diploma","Female","0-100+",19
"Karnataka",2012,"Education_Status","Hr. Secondary/Intermediate/Pre-Universit","Female","0-100+",421
"Karnataka",2012,"Education_Status","Matriculate/Secondary","Female","0-100+",658
"Karnataka",2012,"Education_Status","Middle","Female","0-100+",898
"Karnataka",2012,"Education_Status","Hr. Secondary/Intermediate/Pre-Universit","Male","0-100+",923
"Karnataka",2012,"Education_Status","Matriculate/Secondary","Male","0-100+",1435
"Karnataka",2012,"Education_Status","Graduate","Male","0-100+",250
"Karnataka",2012,"Education_Status","Diploma","Male","0-100+",85
"Karnataka",2012,"Education_Status","Middle","Male","0-100+",1806
"Karnataka",2012,"Education_Status","No Education","Male","0-100+",2027
"Karnataka",2012,"Education_Status","Post Graduate and Above","Male","0-100+",68
"Karnataka",2012,"Education_Status","Primary","Male","0-100+",2002
"Karnataka",2012,"Means_adopted","By Overdose of sleeping pills","Female","0-14",0
"Karnataka",2012,"Means_adopted","By Machine","Female","0-14",0
"Karnataka",2012,"Means_adopted","By Consuming Other Poison","Female","0-14",10
"Karnataka",2012,"Means_adopted","By Drowning","Female","0-14",9
"Karnataka",2012,"Means_adopted","By Over Alcoholism","Female","0-14",0
"Karnataka",2012,"Means_adopted","By Fire/Self Immolation","Female","0-14",8
"Karnataka",2012,"Means_adopted","By coming under running vehicles/trains","Female","0-14",0
"Karnataka",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","0-14",0
"Karnataka",2012,"Means_adopted","By Consuming Insecticides","Female","0-14",1
"Karnataka",2012,"Means_adopted","By Other means (please specify)","Female","0-14",19
"Karnataka",2012,"Means_adopted","By Jumping from (Other sites)","Female","0-14",0
"Karnataka",2012,"Means_adopted","By Self Infliction of injury","Female","0-14",0
"Karnataka",2012,"Means_adopted","By Jumping from (Building)","Female","0-14",1
"Karnataka",2012,"Means_adopted","By Fire-Arms","Female","0-14",1
"Karnataka",2012,"Means_adopted","By touching electric wires","Female","0-14",0
"Karnataka",2012,"Means_adopted","By Hanging","Female","0-14",29
"Karnataka",2012,"Means_adopted","By Consuming Insecticides","Male","0-14",1
"Karnataka",2012,"Means_adopted","By Fire-Arms","Male","0-14",0
"Karnataka",2012,"Means_adopted","By Hanging","Male","0-14",21
"Karnataka",2012,"Means_adopted","By Over Alcoholism","Male","0-14",0
"Karnataka",2012,"Means_adopted","By Fire/Self Immolation","Male","0-14",4
"Karnataka",2012,"Means_adopted","By coming under running vehicles/trains","Male","0-14",0
"Karnataka",2012,"Means_adopted","By Jumping from (Other sites)","Male","0-14",1
"Karnataka",2012,"Means_adopted","By Machine","Male","0-14",3
"Karnataka",2012,"Means_adopted","By Overdose of sleeping pills","Male","0-14",0
"Karnataka",2012,"Means_adopted","By touching electric wires","Male","0-14",0
"Karnataka",2012,"Means_adopted","By Drowning","Male","0-14",12
"Karnataka",2012,"Means_adopted","By Consuming Other Poison","Male","0-14",16
"Karnataka",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","0-14",0
"Karnataka",2012,"Means_adopted","By Jumping from (Building)","Male","0-14",0
"Karnataka",2012,"Means_adopted","By Other means (please specify)","Male","0-14",20
"Karnataka",2012,"Means_adopted","By Self Infliction of injury","Male","0-14",0
"Karnataka",2012,"Means_adopted","By Drowning","Female","15-29",110
"Karnataka",2012,"Means_adopted","By Over Alcoholism","Female","15-29",0
"Karnataka",2012,"Means_adopted","By coming under running vehicles/trains","Female","15-29",16
"Karnataka",2012,"Means_adopted","By Consuming Insecticides","Female","15-29",101
"Karnataka",2012,"Means_adopted","By Jumping from (Other sites)","Female","15-29",1
"Karnataka",2012,"Means_adopted","By Jumping from (Building)","Female","15-29",0
"Karnataka",2012,"Means_adopted","By Self Infliction of injury","Female","15-29",1
"Karnataka",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","15-29",0
"Karnataka",2012,"Means_adopted","By touching electric wires","Female","15-29",8
"Karnataka",2012,"Means_adopted","By Machine","Female","15-29",0
"Karnataka",2012,"Means_adopted","By Overdose of sleeping pills","Female","15-29",3
"Karnataka",2012,"Means_adopted","By Hanging","Female","15-29",713
"Karnataka",2012,"Means_adopted","By Consuming Other Poison","Female","15-29",412
"Karnataka",2012,"Means_adopted","By Fire/Self Immolation","Female","15-29",175
"Karnataka",2012,"Means_adopted","By Fire-Arms","Female","15-29",2
"Karnataka",2012,"Means_adopted","By Other means (please specify)","Female","15-29",244
"Karnataka",2012,"Means_adopted","By Hanging","Male","15-29",945
"Karnataka",2012,"Means_adopted","By Other means (please specify)","Male","15-29",235
"Karnataka",2012,"Means_adopted","By Over Alcoholism","Male","15-29",10
"Karnataka",2012,"Means_adopted","By Overdose of sleeping pills","Male","15-29",3
"Karnataka",2012,"Means_adopted","By Consuming Insecticides","Male","15-29",164
"Karnataka",2012,"Means_adopted","By Machine","Male","15-29",0
"Karnataka",2012,"Means_adopted","By Consuming Other Poison","Male","15-29",605
"Karnataka",2012,"Means_adopted","By Fire/Self Immolation","Male","15-29",82
"Karnataka",2012,"Means_adopted","By Jumping from (Other sites)","Male","15-29",2
"Karnataka",2012,"Means_adopted","By Drowning","Male","15-29",156
"Karnataka",2012,"Means_adopted","By touching electric wires","Male","15-29",7
"Karnataka",2012,"Means_adopted","By coming under running vehicles/trains","Male","15-29",137
"Karnataka",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","15-29",1
"Karnataka",2012,"Means_adopted","By Fire-Arms","Male","15-29",4
"Karnataka",2012,"Means_adopted","By Jumping from (Building)","Male","15-29",5
"Karnataka",2012,"Means_adopted","By Self Infliction of injury","Male","15-29",2
"Karnataka",2012,"Means_adopted","By Hanging","Female","30-44",425
"Karnataka",2012,"Means_adopted","By Self Infliction of injury","Female","30-44",1
"Karnataka",2012,"Means_adopted","By coming under running vehicles/trains","Female","30-44",30
"Karnataka",2012,"Means_adopted","By Drowning","Female","30-44",112
"Karnataka",2012,"Means_adopted","By Machine","Female","30-44",0
"Karnataka",2012,"Means_adopted","By Overdose of sleeping pills","Female","30-44",0
"Karnataka",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","30-44",0
"Karnataka",2012,"Means_adopted","By Consuming Insecticides","Female","30-44",73
"Karnataka",2012,"Means_adopted","By Other means (please specify)","Female","30-44",143
"Karnataka",2012,"Means_adopted","By Fire-Arms","Female","30-44",3
"Karnataka",2012,"Means_adopted","By Jumping from (Other sites)","Female","30-44",1
"Karnataka",2012,"Means_adopted","By Consuming Other Poison","Female","30-44",298
"Karnataka",2012,"Means_adopted","By Jumping from (Building)","Female","30-44",0
"Karnataka",2012,"Means_adopted","By Over Alcoholism","Female","30-44",1
"Karnataka",2012,"Means_adopted","By Fire/Self Immolation","Female","30-44",173
"Karnataka",2012,"Means_adopted","By touching electric wires","Female","30-44",3
"Karnataka",2012,"Means_adopted","By Consuming Insecticides","Male","30-44",125
"Karnataka",2012,"Means_adopted","By coming under running vehicles/trains","Male","30-44",125
"Karnataka",2012,"Means_adopted","By Other means (please specify)","Male","30-44",396
"Karnataka",2012,"Means_adopted","By Fire/Self Immolation","Male","30-44",171
"Karnataka",2012,"Means_adopted","By Self Infliction of injury","Male","30-44",1
"Karnataka",2012,"Means_adopted","By Machine","Male","30-44",6
"Karnataka",2012,"Means_adopted","By Hanging","Male","30-44",1213
"Karnataka",2012,"Means_adopted","By Consuming Other Poison","Male","30-44",815
"Karnataka",2012,"Means_adopted","By Fire-Arms","Male","30-44",5
"Karnataka",2012,"Means_adopted","By touching electric wires","Male","30-44",8
"Karnataka",2012,"Means_adopted","By Jumping from (Other sites)","Male","30-44",7
"Karnataka",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","30-44",7
"Karnataka",2012,"Means_adopted","By Jumping from (Building)","Male","30-44",7
"Karnataka",2012,"Means_adopted","By Drowning","Male","30-44",238
"Karnataka",2012,"Means_adopted","By Overdose of sleeping pills","Male","30-44",6
"Karnataka",2012,"Means_adopted","By Over Alcoholism","Male","30-44",27
"Karnataka",2012,"Means_adopted","By Over Alcoholism","Female","45-59",0
"Karnataka",2012,"Means_adopted","By Consuming Insecticides","Female","45-59",25
"Karnataka",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","45-59",0
"Karnataka",2012,"Means_adopted","By Other means (please specify)","Female","45-59",129
"Karnataka",2012,"Means_adopted","By Jumping from (Other sites)","Female","45-59",0
"Karnataka",2012,"Means_adopted","By Drowning","Female","45-59",68
"Karnataka",2012,"Means_adopted","By Machine","Female","45-59",0
"Karnataka",2012,"Means_adopted","By Fire/Self Immolation","Female","45-59",81
"Karnataka",2012,"Means_adopted","By coming under running vehicles/trains","Female","45-59",11
"Karnataka",2012,"Means_adopted","By Overdose of sleeping pills","Female","45-59",0
"Karnataka",2012,"Means_adopted","By Self Infliction of injury","Female","45-59",0
"Karnataka",2012,"Means_adopted","By Fire-Arms","Female","45-59",0
"Karnataka",2012,"Means_adopted","By Jumping from (Building)","Female","45-59",1
"Karnataka",2012,"Means_adopted","By touching electric wires","Female","45-59",8
"Karnataka",2012,"Means_adopted","By Consuming Other Poison","Female","45-59",206
"Karnataka",2012,"Means_adopted","By Hanging","Female","45-59",227
"Karnataka",2012,"Means_adopted","By Self Infliction of injury","Male","45-59",2
"Karnataka",2012,"Means_adopted","By touching electric wires","Male","45-59",5
"Karnataka",2012,"Means_adopted","By coming under running vehicles/trains","Male","45-59",142
"Karnataka",2012,"Means_adopted","By Other means (please specify)","Male","45-59",380
"Karnataka",2012,"Means_adopted","By Over Alcoholism","Male","45-59",13
"Karnataka",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","45-59",0
"Karnataka",2012,"Means_adopted","By Overdose of sleeping pills","Male","45-59",3
"Karnataka",2012,"Means_adopted","By Jumping from (Building)","Male","45-59",5
"Karnataka",2012,"Means_adopted","By Consuming Other Poison","Male","45-59",563
"Karnataka",2012,"Means_adopted","By Hanging","Male","45-59",798
"Karnataka",2012,"Means_adopted","By Jumping from (Other sites)","Male","45-59",1
"Karnataka",2012,"Means_adopted","By Machine","Male","45-59",1
"Karnataka",2012,"Means_adopted","By Fire/Self Immolation","Male","45-59",70
"Karnataka",2012,"Means_adopted","By Consuming Insecticides","Male","45-59",114
"Karnataka",2012,"Means_adopted","By Fire-Arms","Male","45-59",1
"Karnataka",2012,"Means_adopted","By Drowning","Male","45-59",142
"Karnataka",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","60+",0
"Karnataka",2012,"Means_adopted","By Jumping from (Building)","Female","60+",1
"Karnataka",2012,"Means_adopted","By Other means (please specify)","Female","60+",54
"Karnataka",2012,"Means_adopted","By Overdose of sleeping pills","Female","60+",5
"Karnataka",2012,"Means_adopted","By coming under running vehicles/trains","Female","60+",4
"Karnataka",2012,"Means_adopted","By Jumping from (Other sites)","Female","60+",1
"Karnataka",2012,"Means_adopted","By Self Infliction of injury","Female","60+",0
"Karnataka",2012,"Means_adopted","By Consuming Insecticides","Female","60+",13
"Karnataka",2012,"Means_adopted","By Over Alcoholism","Female","60+",0
"Karnataka",2012,"Means_adopted","By Machine","Female","60+",0
"Karnataka",2012,"Means_adopted","By Fire/Self Immolation","Female","60+",24
"Karnataka",2012,"Means_adopted","By Fire-Arms","Female","60+",0
"Karnataka",2012,"Means_adopted","By Drowning","Female","60+",32
"Karnataka",2012,"Means_adopted","By Hanging","Female","60+",72
"Karnataka",2012,"Means_adopted","By Consuming Other Poison","Female","60+",66
"Karnataka",2012,"Means_adopted","By touching electric wires","Female","60+",2
"Karnataka",2012,"Means_adopted","By coming under running vehicles/trains","Male","60+",28
"Karnataka",2012,"Means_adopted","By Jumping from (Building)","Male","60+",1
"Karnataka",2012,"Means_adopted","By touching electric wires","Male","60+",3
"Karnataka",2012,"Means_adopted","By Machine","Male","60+",3
"Karnataka",2012,"Means_adopted","By Self Infliction of injury","Male","60+",0
"Karnataka",2012,"Means_adopted","By Consuming Other Poison","Male","60+",182
"Karnataka",2012,"Means_adopted","By Jumping from (Other sites)","Male","60+",0
"Karnataka",2012,"Means_adopted","By Fire-Arms","Male","60+",4
"Karnataka",2012,"Means_adopted","By Consuming Insecticides","Male","60+",46
"Karnataka",2012,"Means_adopted","By Other means (please specify)","Male","60+",168
"Karnataka",2012,"Means_adopted","By Hanging","Male","60+",245
"Karnataka",2012,"Means_adopted","By Fire/Self Immolation","Male","60+",18
"Karnataka",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","60+",0
"Karnataka",2012,"Means_adopted","By Over Alcoholism","Male","60+",3
"Karnataka",2012,"Means_adopted","By Drowning","Male","60+",60
"Karnataka",2012,"Means_adopted","By Overdose of sleeping pills","Male","60+",2
"Karnataka",2012,"Professional_Profile","House Wife","Female","0-14",0
"Karnataka",2012,"Professional_Profile","Retired Person","Female","0-14",0
"Karnataka",2012,"Professional_Profile","Self-employed (Business activity)","Female","0-14",0
"Karnataka",2012,"Professional_Profile","Professional Activity","Female","0-14",0
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Female","0-14",16
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Female","0-14",7
"Karnataka",2012,"Professional_Profile","Public Sector Undertaking","Female","0-14",0
"Karnataka",2012,"Professional_Profile","Service (Government)","Female","0-14",0
"Karnataka",2012,"Professional_Profile","Student","Female","0-14",51
"Karnataka",2012,"Professional_Profile","Service (Private)","Female","0-14",4
"Karnataka",2012,"Professional_Profile","Unemployed","Female","0-14",0
"Karnataka",2012,"Professional_Profile","Farming/Agriculture Activity","Female","0-14",0
"Karnataka",2012,"Professional_Profile","Unemployed","Male","0-14",0
"Karnataka",2012,"Professional_Profile","Farming/Agriculture Activity","Male","0-14",0
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Male","0-14",26
"Karnataka",2012,"Professional_Profile","Retired Person","Male","0-14",0
"Karnataka",2012,"Professional_Profile","House Wife","Male","0-14",0
"Karnataka",2012,"Professional_Profile","Public Sector Undertaking","Male","0-14",0
"Karnataka",2012,"Professional_Profile","Self-employed (Business activity)","Male","0-14",0
"Karnataka",2012,"Professional_Profile","Service (Private)","Male","0-14",0
"Karnataka",2012,"Professional_Profile","Student","Male","0-14",33
"Karnataka",2012,"Professional_Profile","Professional Activity","Male","0-14",6
"Karnataka",2012,"Professional_Profile","Service (Government)","Male","0-14",0
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Male","0-14",13
"Karnataka",2012,"Professional_Profile","House Wife","Female","15-29",717
"Karnataka",2012,"Professional_Profile","Professional Activity","Female","15-29",14
"Karnataka",2012,"Professional_Profile","Retired Person","Female","15-29",0
"Karnataka",2012,"Professional_Profile","Self-employed (Business activity)","Female","15-29",18
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Female","15-29",319
"Karnataka",2012,"Professional_Profile","Service (Government)","Female","15-29",14
"Karnataka",2012,"Professional_Profile","Farming/Agriculture Activity","Female","15-29",113
"Karnataka",2012,"Professional_Profile","Public Sector Undertaking","Female","15-29",19
"Karnataka",2012,"Professional_Profile","Student","Female","15-29",198
"Karnataka",2012,"Professional_Profile","Service (Private)","Female","15-29",126
"Karnataka",2012,"Professional_Profile","Unemployed","Female","15-29",47
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Female","15-29",201
"Karnataka",2012,"Professional_Profile","Professional Activity","Male","15-29",67
"Karnataka",2012,"Professional_Profile","Public Sector Undertaking","Male","15-29",71
"Karnataka",2012,"Professional_Profile","House Wife","Male","15-29",0
"Karnataka",2012,"Professional_Profile","Unemployed","Male","15-29",166
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Male","15-29",715
"Karnataka",2012,"Professional_Profile","Student","Male","15-29",257
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Male","15-29",270
"Karnataka",2012,"Professional_Profile","Service (Government)","Male","15-29",24
"Karnataka",2012,"Professional_Profile","Retired Person","Male","15-29",0
"Karnataka",2012,"Professional_Profile","Self-employed (Business activity)","Male","15-29",107
"Karnataka",2012,"Professional_Profile","Service (Private)","Male","15-29",392
"Karnataka",2012,"Professional_Profile","Farming/Agriculture Activity","Male","15-29",289
"Karnataka",2012,"Professional_Profile","Student","Female","30-44",9
"Karnataka",2012,"Professional_Profile","House Wife","Female","30-44",601
"Karnataka",2012,"Professional_Profile","Unemployed","Female","30-44",16
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Female","30-44",185
"Karnataka",2012,"Professional_Profile","Public Sector Undertaking","Female","30-44",47
"Karnataka",2012,"Professional_Profile","Professional Activity","Female","30-44",12
"Karnataka",2012,"Professional_Profile","Service (Government)","Female","30-44",13
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Female","30-44",165
"Karnataka",2012,"Professional_Profile","Retired Person","Female","30-44",0
"Karnataka",2012,"Professional_Profile","Service (Private)","Female","30-44",82
"Karnataka",2012,"Professional_Profile","Farming/Agriculture Activity","Female","30-44",124
"Karnataka",2012,"Professional_Profile","Self-employed (Business activity)","Female","30-44",9
"Karnataka",2012,"Professional_Profile","Service (Government)","Male","30-44",68
"Karnataka",2012,"Professional_Profile","Farming/Agriculture Activity","Male","30-44",554
"Karnataka",2012,"Professional_Profile","House Wife","Male","30-44",0
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Male","30-44",971
"Karnataka",2012,"Professional_Profile","Public Sector Undertaking","Male","30-44",98
"Karnataka",2012,"Professional_Profile","Retired Person","Male","30-44",1
"Karnataka",2012,"Professional_Profile","Service (Private)","Male","30-44",338
"Karnataka",2012,"Professional_Profile","Professional Activity","Male","30-44",83
"Karnataka",2012,"Professional_Profile","Unemployed","Male","30-44",299
"Karnataka",2012,"Professional_Profile","Self-employed (Business activity)","Male","30-44",243
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Male","30-44",496
"Karnataka",2012,"Professional_Profile","Student","Male","30-44",6
"Karnataka",2012,"Professional_Profile","Public Sector Undertaking","Female","45-59",21
"Karnataka",2012,"Professional_Profile","Student","Female","45-59",5
"Karnataka",2012,"Professional_Profile","House Wife","Female","45-59",373
"Karnataka",2012,"Professional_Profile","Unemployed","Female","45-59",13
"Karnataka",2012,"Professional_Profile","Professional Activity","Female","45-59",5
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Female","45-59",110
"Karnataka",2012,"Professional_Profile","Retired Person","Female","45-59",1
"Karnataka",2012,"Professional_Profile","Others (Please Specify)","Female","45-59",79
"Karnataka",2012,"Professional_Profile","Self-employed (Business activity)","Female","45-59",7
